midx,title
2465,"Mission, The (1986)"
2466,Mission: Impossible (1996)
2467,Mission: Impossible - Fallout (2018)
2468,Mission: Impossible - Ghost Protocol (2011)
2469,Mission: Impossible - Rogue Nation (2015)
2470,Mission: Impossible II (2000)
2471,Mission: Impossible III (2006)
2472,Mississippi Burning (1988)
2473,"Mist, The (2007)"
2474,Mister Roberts (1955)
2475,"Misérables, Les (1995)"
2476,"Misérables, Les (1998)"
2477,"Misérables, Les (2012)"
2478,Mixed Nuts (1994)
2479,Moana (2016)
2480,"Mod Squad, The (1999)"
2481,Modern Times (1936)
2482,Moll Flanders (1996)
2483,Molly's Game (2017)
2484,Mommie Dearest (1981)
2485,Mona Lisa (1986)
2486,Mona Lisa Smile (2003)
2487,"Money Pit, The (1986)"
2488,Money Train (1995)
2489,Moneyball (2011)
2490,Monkey Shines (1988)
2491,Monkeybone (2001)
2492,Monsoon Wedding (2001)
2493,Monster (2003)
2494,Monster House (2006)
2495,Monster's Ball (2001)
2496,Monster-in-Law (2005)
2497,Monsters (2010)
2498,Monsters University (2013)
2499,Monsters vs. Aliens (2009)
2500,"Monsters, Inc. (2001)"
2501,Monty Python Live at the Hollywood Bowl (1982)
2502,Monty Python and the Holy Grail (1975)
2503,Monty Python's And Now for Something Completely Different (1971)
2504,Monty Python's Life of Brian (1979)
2505,Monty Python's The Meaning of Life (1983)
2506,"Monuments Men, The (2014)"
2507,Moon (2009)
2508,Moonlight
2509,Moonraker (1979)
2510,Moonrise Kingdom (2012)
2511,Moonstruck (1987)
2512,Mortal Kombat (1995)
2513,Mortal Kombat: Annihilation (1997)
2514,"Mosquito Coast, The (1986)"
2515,Mother (1996)
2516,Mother! (2017)
2517,"Mothman Prophecies, The (2002)"
2518,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
2519,Moulin Rouge (2001)
2520,Mouse Hunt (1997)
2521,Mr. & Mrs. Smith (2005)
2522,Mr. Bean's Holiday (2007)
2523,Mr. Brooks (2007)
2524,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
2525,Mr. Deeds (2002)
2526,Mr. Holland's Opus (1995)
2527,Mr. Mom (1983)
2528,Mr. Nice Guy (Yat goh ho yan) (1997)
2529,Mr. Nobody (2009)
2530,Mr. Smith Goes to Washington (1939)
2531,Mr. Wrong (1996)
2532,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)"
2533,Mrs. Doubtfire (1993)
2534,Mrs. Parker and the Vicious Circle (1994)
2535,Mrs. Winterbourne (1996)
2536,Much Ado About Nothing (1993)
2537,Mud (2012)
2538,Mulan (1998)
2539,Mulholland Drive (2001)
2540,Mulholland Falls (1996)
2541,Multiplicity (1996)
2542,Mumford (1999)
2543,"Mummy Returns, The (2001)"
2544,"Mummy, The (1932)"
2545,"Mummy, The (1999)"
2546,"Mummy: Tomb of the Dragon Emperor, The (2008)"
2547,Munich (2005)
2548,"Muppet Christmas Carol, The (1992)"
2549,"Muppet Movie, The (1979)"
2550,Muppet Treasure Island (1996)
2551,Muppets From Space (1999)
2552,"Muppets Take Manhattan, The (1984)"
2553,"Muppets, The (2011)"
2554,Murder at 1600 (1997)
2555,Murder by Death (1976)
2556,Murder by Numbers (2002)
2557,Murder in the First (1995)
2558,Murder on the Orient Express (1974)
2559,Murder on the Orient Express (2017)
2560,Murderball (2005)
2561,Muriel's Wedding (1994)
2562,Murphy's Romance (1985)
2563,"Muse, The (1999)"
2564,"Music Man, The (1962)"
2565,Music and Lyrics (2007)
2566,Must Love Dogs (2005)
2567,Mutiny on the Bounty (1935)
2568,My Best Friend's Wedding (1997)
2569,My Big Fat Greek Wedding (2002)
2570,My Blue Heaven (1990)
2571,My Bodyguard (1980)
2572,My Cousin Vinny (1992)
2573,My Dinner with André (1981)
2574,My Dog Skip (1999)
2575,My Fair Lady (1964)
2576,My Family (1995)
2577,My Favorite Martian (1999)
2578,My Favorite Year (1982)
2579,My Fellow Americans (1996)
2580,My Girl (1991)
2581,My Left Foot (1989)
2582,My Life as a Dog (Mitt liv som hund) (1985)
2583,My Life in Pink (Ma vie en rose) (1997)
2584,My Man Godfrey (1936)
2585,My Neighbor Totoro (Tonari no Totoro) (1988)
2586,My Own Private Idaho (1991)
2587,My Science Project (1985)
2588,My Stepmother Is an Alien (1988)
2589,My Super Ex-Girlfriend (2006)
2590,Mysterious Skin (2004)
2591,Mystery Men (1999)
2592,Mystery Science Theater 3000: The Movie (1996)
2593,Mystery Train (1989)
2594,"Mystery, Alaska (1999)"
2595,Mystic Pizza (1988)
2596,Mystic River (2003)
2597,Nacho Libre (2006)
2598,Naked (1993)
2599,"Naked Gun 2 1/2: The Smell of Fear, The (1991)"
2600,Naked Gun 33 1/3: The Final Insult (1994)
2601,"Naked Gun: From the Files of Police Squad!, The (1988)"
2602,Naked Lunch (1991)
2603,"Name of the Rose, The (Name der Rose, Der) (1986)"
2604,Nanny McPhee (2005)
2605,Napoleon Dynamite (2004)
2606,Narc (2002)
2607,Nashville (1975)
2608,National Lampoon's Senior Trip (1995)
2609,National Lampoon's Vacation (1983)
2610,National Lampoon's Van Wilder (2002)
2611,National Treasure (2004)
2612,National Treasure: Book of Secrets (2007)
2613,Natural Born Killers (1994)
2614,"Natural, The (1984)"
2615,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)
2616,Navy Seals (1990)
2617,Near Dark (1987)
2618,Nebraska (2013)
2619,Needful Things (1993)
2620,"Negotiator, The (1998)"
2621,Neighbors (2014)
2622,Nell (1994)
2623,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)"
2624,Nerve (2016)
2625,"Net, The (1995)"
2626,Network (1976)
2627,Never Been Kissed (1999)
2628,Never Cry Wolf (1983)
2629,Never Let Me Go (2010)
2630,Never Say Never Again (1983)
2631,"NeverEnding Story II: The Next Chapter, The (1990)"
2632,"NeverEnding Story III, The (1994)"
2633,"NeverEnding Story, The (1984)"
2634,"New Guy, The (2002)"
2635,"New World, The (2005)"
2636,Newsies (1992)
2637,Next (2007)
2638,"Next Best Thing, The (2000)"
2639,Next Friday (2000)
2640,"Next Karate Kid, The (1994)"
2641,Next Stop Wonderland (1998)
2642,"Next Three Days, The (2010)"
2643,Nick and Norah's Infinite Playlist (2008)
2644,Nick of Time (1995)
2645,Night Shift (1982)
2646,Night Watch (Nochnoy dozor) (2004)
2647,Night at the Museum (2006)
2648,Night at the Museum: Battle of the Smithsonian (2009)
2649,Night at the Museum: Secret of the Tomb (2014)
2650,"Night at the Opera, A (1935)"
2651,"Night at the Roxbury, A (1998)"
2652,Night of the Comet (1984)
2653,"Night of the Hunter, The (1955)"
2654,Night of the Living Dead (1968)
2655,Night on Earth (1991)
2656,Nightcrawler (2014)
2657,"Nightmare Before Christmas, The (1993)"
2658,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)"
2659,"Nightmare on Elm Street 3: Dream Warriors, A (1987)"
2660,"Nightmare on Elm Street 4: The Dream Master, A (1988)"
2661,"Nightmare on Elm Street 5: The Dream Child, A (1989)"
2662,"Nightmare on Elm Street, A (1984)"
2663,"Nights of Cabiria (Notti di Cabiria, Le) (1957)"
2664,Nine Months (1995)
2665,Nine Queens (Nueve reinas) (2000)
2666,Nine to Five (a.k.a. 9 to 5) (1980)
2667,Ninja Scroll (Jûbei ninpûchô) (1995)
2668,Ninotchka (1939)
2669,"Ninth Gate, The (1999)"
2670,Nixon (1995)
2671,No Country for Old Men (2007)
2672,No Escape (1994)
2673,No Man's Land (2001)
2674,No Reservations (2007)
2675,No Strings Attached (2011)
2676,No Way Out (1987)
2677,Noah (2014)
2678,Nobody's Fool (1994)
2679,Nocturnal Animals
2680,Non-Stop (2014)
2681,Norma Rae (1979)
2682,North (1994)
2683,North by Northwest (1959)
2684,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
2685,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979)
2686,Not Another Teen Movie (2001)
2687,"Notebook, The (2004)"
2688,Notes on a Scandal (2006)
2689,Notorious (1946)
2690,Notting Hill (1999)
2691,Now You See Me (2013)
2692,Now You See Me 2 (2016)
2693,Now and Then (1995)
2694,"Number 23, The (2007)"
2695,Nurse Betty (2000)
2696,Nutty Professor II: The Klumps (2000)
2697,"Nutty Professor, The (1963)"
2698,"Nutty Professor, The (1996)"
2699,Nymphomaniac: Volume I (2013)
2700,Nymphomaniac: Volume II (2013)
2701,O (2001)
2702,"O Brother, Where Art Thou? (2000)"
2703,"Object of My Affection, The (1998)"
2704,Oblivion (2013)
2705,Ocean's 8 (2018)
2706,Ocean's Eleven (2001)
2707,Ocean's Eleven (a.k.a. Ocean's 11) (1960)
2708,Ocean's Thirteen (2007)
2709,Ocean's Twelve (2004)
2710,October Sky (1999)
2711,Octopussy (1983)
2712,Oculus (2013)
2713,"Odd Couple, The (1968)"
2714,Of Mice and Men (1939)
2715,Of Mice and Men (1992)
2716,Office Space (1999)
2717,"Officer and a Gentleman, An (1982)"
2718,"Oh, God! (1977)"
2719,Old Boy (2003)
2720,"Old Man and the Sea, The (1958)"
2721,Old School (2003)
2722,Old Yeller (1957)
2723,Oliver & Company (1988)
2724,Oliver! (1968)
2725,Olympus Has Fallen (2013)
2726,"Omega Man, The (1971)"
2727,"Omen, The (1976)"
2728,On Golden Pond (1981)
2729,On Her Majesty's Secret Service (1969)
2730,On the Town (1949)
2731,On the Waterfront (1954)
2732,Once (2006)
2733,Once Upon a Time in America (1984)
2734,Once Upon a Time in China (Wong Fei Hung) (1991)
2735,Once Upon a Time in Hollywood (2019)
2736,Once Upon a Time in Mexico (2003)
2737,Once Upon a Time in the West (C'era una volta il West) (1968)
2738,Once Were Warriors (1994)
2739,One Crazy Summer (1986)
2740,One Day (2011)
2741,One Fine Day (1996)
2742,One Flew Over the Cuckoo's Nest (1975)
2743,One Hour Photo (2002)
2744,One Night at McCool's (2001)
2745,One True Thing (1998)
2746,"One, The (2001)"
2747,Ong-Bak: The Thai Warrior (Ong Bak) (2003)
2748,Only Lovers Left Alive (2013)
2749,Only You (1994)
2750,Open Range (2003)
2751,Open Season (2006)
2752,Open Water (2003)
2753,Open Your Eyes (Abre los ojos) (1997)
2754,Operation Dumbo Drop (1995)
2755,"Opposite of Sex, The (1998)"
2756,Orange County (2002)
2757,Ordinary People (1980)
2758,Orgazmo (1997)
2759,"Original Kings of Comedy, The (2000)"
2760,Original Sin (2001)
2761,Orlando (1992)
2762,Orphan (2009)
2763,"Orphanage, The (Orfanato, El) (2007)"
2764,Osmosis Jones (2001)
2765,Othello (1995)
2766,"Other Boleyn Girl, The (2008)"
2767,"Other Guys, The (2010)"
2768,"Other Sister, The (1999)"
2769,"Other Woman, The (2014)"
2770,"Others, The (2001)"
2771,Out of Africa (1985)
2772,Out of Sight (1998)
2773,Out of Time (2003)
2774,Out of the Past (1947)
2775,"Out-of-Towners, The (1999)"
2776,Outbreak (1995)
2777,Outland (1981)
2778,"Outlaw Josey Wales, The (1976)"
2779,Outrageous Fortune (1987)
2780,Outside Providence (1999)
2781,"Outsiders, The (1983)"
2782,Over the Hedge (2006)
2783,Overboard (1987)
2784,Oz the Great and Powerful (2013)
2785,P.S. I Love You (2007)
2786,Pacific Heights (1990)
2787,Pacific Rim (2013)
2788,"Pacifier, The (2005)"
2789,Paddington (2014)
2790,"Pagemaster, The (1994)"
2791,Pain & Gain (2013)
2792,"Painted Veil, The (2006)"
2793,Pale Rider (1985)
2794,"Pallbearer, The (1996)"
2795,"Palm Beach Story, The (1942)"
2796,Palmetto (1998)
2797,"Pan's Labyrinth (Laberinto del fauno, El) (2006)"
2798,Pandorum (2009)
2799,Panic Room (2002)
2800,"Paper Chase, The (1973)"
2801,Paper Moon (1973)
2802,"Paper, The (1994)"
2803,Paperman (2012)
2804,Papillon (1973)
2805,Paprika (Papurika) (2006)
2806,ParaNorman (2012)
2807,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
2808,Paranormal Activity (2009)
2809,Paranormal Activity 2 (2010)
2810,"Parent Trap, The (1961)"
2811,"Parent Trap, The (1998)"
2812,Parenthood (1989)
2813,Paris Is Burning (1990)
2814,"Paris, I Love You (Paris, je t'aime) (2006)"
2815,"Paris, Texas (1984)"
2816,Partly Cloudy (2009)
2817,Party Girl (1995)
2818,"Party, The (1968)"
2819,Passenger 57 (1992)
2820,Passengers (2016)
2821,Passion Fish (1992)
2822,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)"
2823,"Passion of the Christ, The (2004)"
2824,Patch Adams (1998)
2825,Paths of Glory (1957)
2826,Patriot Games (1992)
2827,"Patriot, The (2000)"
2828,Patton (1970)
2829,Paul (2011)
2830,Paul Blart: Mall Cop (2009)
2831,Paulie (1998)
2832,Pay It Forward (2000)
2833,Payback (1999)
2834,Paycheck (2003)
2835,"Peacemaker, The (1997)"
2836,Pearl Harbor (2001)
2837,Pecker (1998)
2838,Pee-wee's Big Adventure (1985)
2839,Peeping Tom (1960)
2840,Peggy Sue Got Married (1986)
2841,"Pelican Brief, The (1993)"
2842,Penelope (2006)
2843,Penguins of Madagascar (2014)
2844,"People vs. Larry Flynt, The (1996)"
2845,Percy Jackson & the Olympians: The Lightning Thief (2010)
2846,Perfect Blue (1997)
2847,"Perfect Murder, A (1998)"
2848,"Perfect Storm, The (2000)"
2849,"Perfect World, A (1993)"
2850,Perfume: The Story of a Murderer (2006)
2851,"Perks of Being a Wallflower, The (2012)"
2852,Persepolis (2007)
2853,Persona (1966)
2854,Persuasion (1995)
2855,Pet Sematary (1989)
2856,Pet Sematary II (1992)
2857,Pete's Dragon (1977)
2858,Peter Pan (1953)
2859,Peter Pan (2003)
2860,Phantasm (1979)
2861,"Phantom of the Opera, The (2004)"
2862,"Phantom, The (1996)"
2863,Phenomenon (1996)
2864,Philadelphia (1993)
2865,"Philadelphia Story, The (1940)"
2866,Philomena (2013)
2867,Phone Booth (2002)
2868,Pi (1998)
2869,"Pianist, The (2002)"
2870,"Piano Teacher, The (La pianiste) (2001)"
2871,"Piano, The (1993)"
2872,Picnic at Hanging Rock (1975)
2873,Picture Perfect (1997)
2874,Pieces of April (2003)
2875,"Pillow Book, The (1996)"
2876,Pineapple Express (2008)
2877,Pink Flamingos (1972)
2878,Pink Floyd: The Wall (1982)
2879,"Pink Panther Strikes Again, The (1976)"
2880,"Pink Panther, The (1963)"
2881,"Pink Panther, The (2006)"
2882,Pinocchio (1940)
2883,Piper (2016)
2884,Piranha (1978)
2885,Pirate Radio (2009)
2886,Pirates of Silicon Valley (1999)
2887,Pirates of the Caribbean: At World's End (2007)
2888,Pirates of the Caribbean: Dead Man's Chest (2006)
2889,Pirates of the Caribbean: Dead Men Tell No Tales (2017)
2890,Pirates of the Caribbean: On Stranger Tides (2011)
2891,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
2892,Pitch Black (2000)
2893,Pitch Perfect (2012)
2894,Pitch Perfect 2 (2015)
2895,Pixels (2015)
2896,"Place Beyond the Pines, The (2012)"
2897,Places in the Heart (1984)
2898,Plan 9 from Outer Space (1959)
2899,"Planes, Trains & Automobiles (1987)"
2900,Planet Earth (2006)
2901,Planet Earth II (2016)
2902,Planet Terror (2007)
2903,Planet of the Apes (1968)
2904,Planet of the Apes (2001)
2905,Platoon (1986)
2906,"Play It Again, Sam (1972)"
2907,Play Misty for Me (1971)
2908,"Player, The (1992)"
2909,Playing by Heart (1998)
2910,Pleasantville (1998)
2911,"Pledge, The (2001)"
2912,Pocahontas (1995)
2913,Poetic Justice (1993)
2914,Point Break (1991)
2915,Poison Ivy (1992)
2916,Pokémon the Movie 2000 (2000)
2917,Pokémon: The First Movie (1998)
2918,"Polar Express, The (2004)"
2919,Police Academy (1984)
2920,Police Academy 2: Their First Assignment (1985)
2921,Police Academy 3: Back in Training (1986)
2922,Police Academy 4: Citizens on Patrol (1987)
2923,Police Academy 5: Assignment: Miami Beach (1988)
2924,Police Academy 6: City Under Siege (1989)
2925,Police Academy: Mission to Moscow (1994)
2926,Pollock (2000)
2927,Pollyanna (1960)
2928,Poltergeist (1982)
2929,Poltergeist II: The Other Side (1986)
2930,Poltergeist III (1988)
2931,Ponyo (Gake no ue no Ponyo) (2008)
2932,Popeye (1980)
2933,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)
2934,Porky's (1982)
2935,Porky's II: The Next Day (1983)
2936,Poseidon (2006)
2937,"Poseidon Adventure, The (1972)"
2938,"Postman Always Rings Twice, The (1981)"
2939,"Postman, The (1997)"
2940,"Postman, The (Postino, Il) (1994)"
2941,Powder (1995)
2942,Practical Magic (1998)
2943,"Preacher's Wife, The (1996)"
2944,Precious (2009)
2945,Predator (1987)
2946,Predator 2 (1990)
2947,Predators (2010)
2948,Predestination (2014)
2949,"Presidio, The (1988)"
2950,"Prestige, The (2006)"
2951,Presumed Innocent (1990)
2952,Pretty Woman (1990)
2953,Pretty in Pink (1986)
2954,Pride & Prejudice (2005)
2955,Pride and Prejudice (1995)
2956,Priest (1994)
2957,Priest (2011)
2958,Primal Fear (1996)
2959,Primary Colors (1998)
2960,Primer (2004)
2961,"Prince & Me, The (2004)"
2962,"Prince of Egypt, The (1998)"
2963,Prince of Persia: The Sands of Time (2010)
2964,"Prince of Tides, The (1991)"
2965,"Princess Bride, The (1987)"
2966,"Princess Diaries 2: Royal Engagement, The (2004)"
2967,"Princess Diaries, The (2001)"
2968,Princess Mononoke (Mononoke-hime) (1997)
2969,"Princess and the Frog, The (2009)"
2970,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)"
2971,Prisoners (2013)
2972,Private Benjamin (1980)
2973,Private Parts (1997)
2974,Prizzi's Honor (1985)
2975,Problem Child (1990)
2976,Problem Child 2 (1991)
2977,"Producers, The (1968)"
2978,"Producers, The (2005)"
2979,"Professional, The (Le professionnel) (1981)"
2980,"Program, The (1993)"
2981,Project X (2012)
2982,Prometheus (2012)
2983,Proof (2005)
2984,Proof of Life (2000)
2985,"Prophecy, The (1995)"
2986,"Prophet, A (Un Prophète) (2009)"
2987,"Proposal, The (2009)"
2988,"Proposition, The (2005)"
2989,Psycho (1960)
2990,Psycho (1998)
2991,Psycho II (1983)
2992,Public Enemies (2009)
2993,Pulp Fiction (1994)
2994,Pump Up the Volume (1990)
2995,Punch-Drunk Love (2002)
2996,"Punisher, The (2004)"
2997,"Puppet Masters, The (1994)"
2998,"Purge, The (2013)"
2999,"Purple Rose of Cairo, The (1985)"
3000,"Pursuit of Happyness, The (2006)"
3001,Push (2009)
3002,Pushing Tin (1999)
3003,Puss in Boots (2011)
3004,Quantum of Solace (2008)
3005,"Queen Margot (Reine Margot, La) (1994)"
3006,Queen of the Damned (2002)
3007,"Quest for Fire (Guerre du feu, La) (1981)"
3008,"Quest, The (1996)"
3009,"Quick and the Dead, The (1995)"
3010,"Quiet American, The (2002)"
3011,"Quiet Man, The (1952)"
3012,Quills (2000)
3013,Quiz Show (1994)
3014,Rabbit-Proof Fence (2002)
3015,Radio (2003)
3016,Radio Days (1987)
3017,Raging Bull (1980)
3018,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
3019,Raiders of the Lost Ark: The Adaptation (1989)
3020,Rain Man (1988)
3021,"Rainmaker, The (1997)"
3022,Raise the Red Lantern (Da hong deng long gao gao gua) (1991)
3023,Raising Arizona (1987)
3024,Rambo (Rambo 4) (2008)
3025,Rambo III (1988)
3026,Rambo: First Blood Part II (1985)
3027,Ran (1985)
3028,Random Hearts (1999)
3029,Rango (2011)
3030,Ransom (1996)
3031,Rashomon (Rashômon) (1950)
3032,Rat Race (2001)
3033,Ratatouille (2007)
3034,Ravenous (1999)
3035,Ray (2004)
3036,Re-Animator (1985)
3037,"Reader, The (2008)"
3038,Ready Player One
3039,Ready to Wear (Pret-A-Porter) (1994)
3040,Real Genius (1985)
3041,Real Steel (2011)
3042,Reality Bites (1994)
3043,Rear Window (1954)
3044,Rebecca (1940)
3045,Rebel Without a Cause (1955)
3046,"Recruit, The (2003)"
3047,Red (2010)
3048,Red 2 (2013)
3049,Red Corner (1997)
3050,Red Dawn (1984)
3051,Red Dragon (2002)
3052,Red Eye (2005)
3053,Red Heat (1988)
3054,Red Planet (2000)
3055,Red Rock West (1992)
3056,Red Sonja (1985)
3057,"Red Violin, The (Violon rouge, Le) (1998)"
3058,Reds (1981)
3059,"Ref, The (1994)"
3060,Regarding Henry (1991)
3061,Reign Over Me (2007)
3062,Reign of Fire (2002)
3063,Reindeer Games (2000)
3064,"Relic, The (1997)"
3065,Religulous (2008)
3066,"Remains of the Day, The (1993)"
3067,Remember the Titans (2000)
3068,Renaissance Man (1994)
3069,Rent (2005)
3070,"Replacement Killers, The (1998)"
3071,"Replacements, The (2000)"
3072,Repo Man (1984)
3073,Repo Men (2010)
3074,Repulsion (1965)
3075,Requiem for a Dream (2000)
3076,Rescue Dawn (2006)
3077,"Rescuers Down Under, The (1990)"
3078,"Rescuers, The (1977)"
3079,Reservoir Dogs (1992)
3080,Resident Evil (2002)
3081,Resident Evil: Afterlife (2010)
3082,Resident Evil: Apocalypse (2004)
3083,Resident Evil: Extinction (2007)
3084,Resident Evil: Retribution (2012)
3085,Restoration (1995)
3086,Return from Witch Mountain (1978)
3087,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
3088,"Return of the Living Dead, The (1985)"
3089,"Return of the Pink Panther, The (1975)"
3090,Return to Me (2000)
3091,Return to Oz (1985)
3092,Return to Paradise (1998)
3093,Revenge of the Nerds (1984)
3094,Revenge of the Nerds II: Nerds in Paradise (1987)
3095,Revenge of the Pink Panther (1978)
3096,Reversal of Fortune (1990)
3097,Revolutionary Road (2008)
3098,Revolver (2005)
3099,Richard III (1995)
3100,Richie Rich (1994)
3101,Riddick (2013)
3102,Ridicule (1996)
3103,Riding in Cars with Boys (2001)
3104,Rififi (Du rififi chez les hommes) (1955)
3105,"Right Stuff, The (1983)"
3106,"Ring Two, The (2005)"
3107,"Ring, The (2002)"
3108,Ringu (Ring) (1998)
3109,Rio (2011)
3110,Rio Bravo (1959)
3111,Rise of the Guardians (2012)
3112,Rise of the Planet of the Apes (2011)
3113,Rising Sun (1993)
3114,Risky Business (1983)
3115,"River Runs Through It, A (1992)"
3116,"River Wild, The (1994)"
3117,River's Edge (1986)
3118,Road House (1989)
3119,Road Trip (2000)
3120,"Road Warrior, The (Mad Max 2) (1981)"
3121,"Road to El Dorado, The (2000)"
3122,Road to Perdition (2002)
3123,"Road to Wellville, The (1994)"
3124,"Road, The (2009)"
3125,Rob Roy (1995)
3126,Robin Hood (1973)
3127,Robin Hood (2010)
3128,Robin Hood: Men in Tights (1993)
3129,Robin Hood: Prince of Thieves (1991)
3130,RoboCop (1987)
3131,RoboCop (2014)
3132,RoboCop 2 (1990)
3133,RoboCop 3 (1993)
3134,Robot & Frank (2012)
3135,Robots (2005)
3136,Rock Star (2001)
3137,"Rock, The (1996)"
3138,"Rocketeer, The (1991)"
3139,RocknRolla (2008)
3140,Rocky (1976)
3141,Rocky Balboa (2006)
3142,"Rocky Horror Picture Show, The (1975)"
3143,Rocky II (1979)
3144,Rocky III (1982)
3145,Rocky IV (1985)
3146,Rocky V (1990)
3147,Roger & Me (1989)
3148,Roger Dodger (2002)
3149,Rogue One: A Star Wars Story (2016)
3150,Role Models (2008)
3151,Rollerball (1975)
3152,Rollerball (2002)
3153,Roma (2018)
3154,Roman Holiday (1953)
3155,Romancing the Stone (1984)
3156,Romeo Is Bleeding (1993)
3157,Romeo Must Die (2000)
3158,Romeo and Juliet (1968)
3159,Romper Stomper (1992)
3160,Romy and Michele's High School Reunion (1997)
3161,Ronin (1998)
3162,Rookie of the Year (1993)
3163,"Rookie, The (2002)"
3164,Room (2015)
3165,"Room with a View, A (1986)"
3166,Rope (1948)
3167,Rosemary's Baby (1968)
3168,Rosencrantz and Guildenstern Are Dead (1990)
3169,Rosewood (1997)
3170,Rounders (1998)
3171,Roxanne (1987)
3172,"Royal Tenenbaums, The (2001)"
3173,Ruby Sparks (2012)
3174,Ruby in Paradise (1993)
3175,Rudy (1993)
3176,"Rugrats Movie, The (1998)"
3177,"Rules of Attraction, The (2002)"
3178,Rules of Engagement (2000)
3179,"Rules of the Game, The (La règle du jeu) (1939)"
3180,Rumble in the Bronx (Hont faan kui) (1995)
3181,Rumor Has It... (2005)
3182,Run Fatboy Run (2007)
3183,Run Lola Run (Lola rennt) (1998)
3184,Run Silent Run Deep (1958)
3185,Runaway Bride (1999)
3186,Runaway Jury (2003)
3187,Runaway Train (1985)
3188,"Rundown, The (2003)"
3189,"Running Man, The (1987)"
3190,Running Scared (1986)
3191,Rush (2013)
3192,Rush Hour (1998)
3193,Rush Hour 2 (2001)
3194,Rush Hour 3 (2007)
3195,Rushmore (1998)
3196,Ruthless People (1986)
3197,S.W.A.T. (2003)
3198,SLC Punk! (1998)
3199,Sabrina (1954)
3200,Sabrina (1995)
3201,Safe (1995)
3202,Safe House (2012)
3203,Safety Not Guaranteed (2012)
3204,Sahara (2005)
3205,"Saint, The (1997)"
3206,Salt (2010)
3207,"Salton Sea, The (2002)"
3208,"Samouraï, Le (Godson, The) (1967)"
3209,Samsara (2011)
3210,San Andreas (2015)
3211,"Sandlot, The (1993)"
3212,Sanjuro (Tsubaki Sanjûrô) (1962)
3213,Santa Claus: The Movie (1985)
3214,"Santa Clause 2, The (2002)"
3215,"Santa Clause, The (1994)"
3216,Saturday Night Fever (1977)
3217,Sausage Party (2016)
3218,Save the Last Dance (2001)
3219,Saved! (2004)
3220,Saving Grace (2000)
3221,Saving Mr. Banks (2013)
3222,Saving Private Ryan (1998)
3223,Saving Silverman (Evil Woman) (2001)
3224,Saw (2003)
3225,Saw (2004)
3226,Saw II (2005)
3227,Saw III (2006)
3228,Saw IV (2007)
3229,Saw V (2008)
3230,Saw VI (2009)
3231,Say Anything... (1989)
3232,"Scanner Darkly, A (2006)"
3233,Scanners (1981)
3234,Scarface (1983)
3235,"Scarlet Letter, The (1995)"
3236,Scary Movie (2000)
3237,Scary Movie 2 (2001)
3238,Scary Movie 3 (2003)
3239,Scary Movie 4 (2006)
3240,Scent of a Woman (1992)
3241,Schindler's List (1993)
3242,School of Rock (2003)
3243,"Science of Sleep, The (La science des rêves) (2006)"
3244,Scooby-Doo (2002)
3245,Scooby-Doo 2: Monsters Unleashed (2004)
3246,Scoop (2006)
3247,"Score, The (2001)"
3248,Scott Pilgrim vs. the World (2010)
3249,"Scout, The (1994)"
3250,Scream (1996)
3251,Scream 2 (1997)
3252,Scream 3 (2000)
3253,Screamers (1995)
3254,Scrooged (1988)
3255,"Sea Inside, The (Mar adentro) (2004)"
3256,Sea of Love (1989)
3257,Seabiscuit (2003)
3258,"Searchers, The (1956)"
3259,Searching (2018)
3260,Searching for Bobby Fischer (1993)
3261,Searching for Sugar Man (2012)
3262,Secondhand Lions (2003)
3263,"Secret Garden, The (1993)"
3264,"Secret Life of Walter Mitty, The (2013)"
3265,Secret Window (2004)
3266,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)"
3267,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)"
3268,"Secret of Kells, The (2009)"
3269,"Secret of NIMH, The (1982)"
3270,"Secret of Roan Inish, The (1994)"
3271,Secretary (2002)
3272,Secrets & Lies (1996)
3273,"See No Evil, Hear No Evil (1989)"
3274,Seeking a Friend for the End of the World (2012)
3275,Selena (1997)
3276,Selma (2014)
3277,Semi-Pro (2008)
3278,Senna (2010)
3279,Sense and Sensibility (1995)
3280,"Separation, A (Jodaeiye Nader az Simin) (2011)"
3281,Serendipity (2001)
3282,Serenity (2005)
3283,Serial Mom (1994)
3284,"Serious Man, A (2009)"
